CellId	Length	Radius	Curvature	Torsion	Tortuosity	StartPointPosition_R	StartPointPosition_A	StartPointPosition_S	EndPointPosition_R	EndPointPosition_A	EndPointPosition_S
149	16.4265	2.87773	0.0865765	-0.0827619	0.0432296	54.6366	149.064	-236.953	55.3687	140.72	-250.287
150	15.7519	2.40521	0.0842172	-0.135808	0.0601148	54.6366	149.064	-236.953	66.9851	142.441	-241.896
151	12.4227	0.810692	0.276922	0.108954	0.0952778	42.2534	142.466	-242.595	39.7324	140.14	-253.406
152	23.4915	1.22093	0.222098	-0.220271	0.0423121	42.2534	142.466	-242.595	43.3948	121.791	-251.493
153	8.6176	1.49637	0.0957731	0.344666	0.127746	56.4013	193.571	-213.416	53.0986	200.396	-214.366
154	15.8952	2.326	0.0625724	0.167336	0.0197712	56.4013	193.571	-213.416	62.7156	207.609	-210.961
155	3.62412	0.804166	0.0328071	0	0.00319215	60.7994	193.795	-218.952	61.7977	192.694	-222.245
156	10.5788	1.5398	0.0766576	-0.450747	0.0149525	60.7994	193.795	-218.952	64.9385	203.344	-219.519
157	11.0788	1.26532	0.127153	-0.498967	0.0485961	85.1235	178.554	-214.39	95.3649	176.548	-216.039
158	21.0231	0.611691	0.289095	-1.08453	0.0337103	85.1235	178.554	-214.39	104.475	179.689	-208.237
159	8.68092	1.44215	0.137552	0.292284	0.0334639	-53.1766	197.253	-170.975	-50.4052	201.553	-164.313
160	5.9447	1.89369	0.0942822	-0.0302682	0.0355833	-53.1766	197.253	-170.975	-55.5639	202.473	-170.986
161	19.8637	0.90949	0.236124	0.0194154	0.0409139	-58.7816	187.283	-162.479	-62.7474	186.907	-143.817
162	18.1152	0.9313	0.229797	-0.106683	0.0449813	-65.9567	172.226	-170.627	-80.0983	181.657	-167.22
163	16.749	0.785013	0.282393	-0.249997	0.0351255	-65.9567	172.226	-170.627	-76.2351	165.481	-160.108
164	7.88582	1.25115	0.149205	0.106681	0.0406571	-53.7296	153.733	-160.414	-57.9293	152.31	-154.269
165	37.2585	0.612095	5.0406	57.5259	0.02936	-53.7296	153.733	-160.414	-50.0047	132.216	-131.547
166	2.70661	0.0604632	8.22782	-133.595	0.0199489	-52.3589	150.719	-166.544	-54.2328	148.871	-166.206
167	1.78673	0.145424	0.247982	0	0.0344065	-52.3589	150.719	-166.544	-51.1093	149.585	-166.176
168	19.5768	1.00238	0.310497	-0.0372355	0.0501804	-44.4853	169.981	-139.139	-43.551	164.635	-121.306
169	4.80193	1.39575	0.125891	0.125457	0.0560473	-40.3606	159.781	-155.686	-36.4123	160.223	-153.475
170	26.7702	0.573855	9.67539	7.81188	0.0532774	-40.3606	159.781	-155.686	-34.1574	146.146	-135.154
171	2.86891	0.159451	18.6479	36.5104	0.0426919	-68.6739	172.005	-202.009	-68.4987	169.384	-201.189
172	4.24378	0.414947	0.341286	-0.94288	0.0209502	-68.6739	172.005	-202.009	-71.9369	171.575	-204.548
173	6.7501	2.08942	0.184994	0.253315	0.0856683	-63.9062	188.782	-200.276	-64.6605	194.834	-199.067
174	14.0465	1.65758	0.145947	0.289384	0.0556184	-63.9062	188.782	-200.276	-77.0539	190.7	-199.556
175	9.55859	1.43103	0.108203	-0.0442526	0.0209133	-75.7918	196.223	-215.911	-82.3087	202.259	-218.869
176	3.0287	0.987103	0.23513	0	0.0733716	-75.7918	196.223	-215.911	-77.9636	194.462	-216.292
177	4.93836	2.06004	0.138398	0.290546	0.0197233	-68.0939	191.841	-221.592	-71.3921	194.699	-223.691
178	6.24011	0.762439	0.131755	1.00025	0.0157137	-68.0939	191.841	-221.592	-64.6267	189.808	-226.238
179	5.91641	0.170678	2.7497	27.7837	0.0218643	-36.7528	146.256	-250.618	-33.1134	142.09	-252.327
180	10.594	0.675826	0.409376	-0.541538	0.0463747	-36.7528	146.256	-250.618	-32.4125	154.138	-255.26
181	14.0497	1.66491	0.121094	0.903301	0.0241751	-47.4788	137.499	-254.669	-41.743	135.341	-266.942
182	12.169	1.91228	0.0719043	-0.260334	0.0525795	-47.4788	137.499	-254.669	-53.8842	135.859	-264.153
183	8.91996	1.93727	0.124168	-0.121189	0.0574071	-47.4788	137.499	-254.669	-46.4711	129.369	-256.681
184	31.2285	1.0064	0.310083	0.533413	0.095949	-73.5012	165.345	-245.097	-88.4361	183.401	-261.309
185	58.608	0.861775	1.11412	14.4995	0.0471443	-73.5012	165.345	-245.097	-122.408	184.574	-264.357
186	7.0583	1.41769	0.195212	0.147982	0.0462468	-81.6053	153.226	-237.543	-88.0338	155.268	-237.669
187	8.22349	1.54798	0.124041	-0.378015	0.0289151	-73.5124	149.211	-228.79	-78.1848	142.795	-227.851
188	14.9987	1.26119	0.198538	0.115561	0.0332322	-61.7616	159.115	-261.154	-55.0827	170.633	-266.935
189	19.7596	0.539533	8.32538	-14.3008	0.0184737	-61.7616	159.115	-261.154	-73.4667	157.262	-276.515
190	20.7438	1.25751	0.141136	-0.35302	0.0304594	-66.7134	145.577	-252.152	-79.5658	131.142	-257.782
191	11.9275	1.75204	0.107945	-0.138328	0.0217965	-66.7134	145.577	-252.152	-74.1249	143.558	-260.941
192	16.2324	0.708383	4.03613	-5.11991	0.0335842	-39.6098	118.793	-216.817	-44.5588	104.116	-219.416
193	22.6309	0.500793	0.284097	0.810328	0.039877	-39.6098	118.793	-216.817	-35.6991	102.536	-230.748
194	8.07708	0.329958	2.59708	-50.5402	0.111384	-41.7598	124.605	-185.225	-37.4812	119.164	-183.01
195	5.18026	0.167411	0.567535	2.48781	0.134988	-57.2611	132.408	-199.413	-61.0827	132.443	-196.918
196	4.21031	1.12709	0.138888	0.2352	0.0344108	-57.2611	132.408	-199.413	-59.9391	129.917	-201.2
197	5.17951	1.07832	0.143627	-0.161562	0.063611	59.1221	198.654	-174.892	55.9195	200.588	-178.009
198	16.3292	1.78317	0.0982632	-0.14686	0.0207136	59.1221	198.654	-174.892	62.1011	214.369	-175.196
199	3.61751	0.166572	3.76767	-102.79	0.029706	56.4765	195.985	-164.462	54.0983	194.818	-162.155
200	12.4814	1.5186	0.0892583	0.0018937	0.0141392	56.4765	195.985	-164.462	55.8242	205.91	-157.213
201	5.61355	0.962011	0.108569	0.175656	0.0136791	85.1515	164.503	-161.646	90.148	166.869	-161.964
202	11.8065	0.401077	5.02732	1.40918	0.0128084	85.1515	164.503	-161.646	90.7626	156.646	-155.113
203	2.7526	0.902419	0.120117	0	0.0152462	91.5637	156.258	-181.272	92.5504	153.784	-181.777
204	3.37664	0.421415	0.46442	1.27575	0.104439	91.5637	156.258	-181.272	92.4853	159.033	-180.378
205	11.6624	0.562064	0.287013	-0.792205	0.0232631	92.4853	159.033	-180.378	103.575	161.395	-181.535
206	12.2265	0.92533	0.294561	-0.796157	0.0651127	74.9817	132.392	-151.953	79.3464	124.1	-145.323
207	2.42422	0.155829	6.67693	-20.588	0.0011923	74.9817	132.392	-151.953	77.2458	133.159	-152.339
208	4.26551	0.0497425	4.5303	56.7426	0.019752	57.2675	174.887	-122.831	60.4945	175.586	-120.263
209	10.6568	0.36444	0.586052	-0.410469	0.262425	57.2675	174.887	-122.831	56.6871	176.98	-114.674
210	3.15513	0.580833	0.118259	0	0.00212577	61.7493	152.409	-135.507	63.1332	150.673	-137.739
211	11.8509	0.600302	10.9008	-13.8246	0.0354666	63.1332	150.673	-137.739	67.3879	143.273	-130.115
212	10.365	0.82518	0.269467	-1.07772	0.107997	42.5918	134.611	-206.513	39.7184	131.654	-198.116
213	26.3333	0.404014	0.1578	0.00944036	0.0389437	42.5918	134.611	-206.513	41.0672	109.341	-205.259
214	11.3679	0.422079	0.455284	0.0891582	0.102046	39.4171	142.262	-208.762	32.3226	142.746	-201.289
215	6.39503	0.95094	0.151475	-0.931805	0.0210701	39.4171	142.262	-208.762	34.0035	144.296	-211.167
216	25.8813	1.24002	0.212631	0.341657	0.0424373	58.7065	125.175	-217.265	63.9771	104.171	-229.408
217	5.26454	1.53501	0.0999266	0	0.0152168	66.7548	159.198	-243.128	67.994	164.071	-241.862
218	2.55308	2.31238	0.166991	0	0.0401313	66.7548	159.198	-243.128	67.3161	159.695	-245.466
219	5.43928	1.08738	0.215537	-0.0262333	0.12082	74.7032	151.769	-241.774	78.3377	152.202	-238.587
220	5.48759	3.20426	0.0516392	0	0.01251	55.3687	140.72	-250.287	56.4658	140.097	-255.558
221	11.63	1.9346	0.177468	-0.00245196	0.0489997	66.9851	142.441	-241.896	72.193	132.657	-241.629
222	32.1306	1.60545	0.115609	-0.204279	0.0194517	66.9851	142.441	-241.896	91.1735	130.813	-258.421
223	3.22233	0.048905	2.52051	-137.598	0.013437	43.3948	121.791	-251.493	42.1158	119.226	-250.115
224	4.8702	0.128652	3.58342	-70.662	0.0281763	43.3948	121.791	-251.493	43.5435	117.956	-254.27
225	23.0365	1.09248	0.198905	0.757959	0.0465625	53.0986	200.396	-214.366	51.2937	221.529	-220.253
226	5.31953	0.908913	0.213224	-0.0657924	0.011781	53.0986	200.396	-214.366	53.4687	203.004	-209.816
227	10.3587	1.53023	0.139504	-1.5017	0.0513301	62.7156	207.609	-210.961	65.2589	216.468	-207.479
228	8.98843	1.29784	0.150697	-2.26826	0.0585174	64.9385	203.344	-219.519	65.8755	211.178	-222.66
229	16.6192	0.407477	2.59361	28.9397	0.0349659	95.3649	176.548	-216.039	109.633	181.86	-221.144
230	7.27634	0.421782	14.353	1.95952	0.0758299	95.3649	176.548	-216.039	101.528	173.893	-215.196
231	45.1315	0.916361	0.285249	-0.089318	0.137648	-50.4052	201.553	-164.313	-30.3556	228.619	-143.355
232	6.97317	0.993646	0.247929	0.388857	0.0359059	-50.4052	201.553	-164.313	-44.4694	204.706	-163.945
233	21.0881	0.813847	0.227767	-0.980851	0.0388674	-55.5639	202.473	-170.986	-71.8449	213.131	-165.206
234	16.2662	1.54904	0.174137	0.137636	0.0354742	-55.5639	202.473	-170.986	-54.0636	217.894	-168.395
235	15.0215	0.611029	6.86169	0.1938	0.0315245	-57.9293	152.31	-154.269	-66.751	143.733	-146.479
236	18.1295	0.502724	0.310763	0.899468	0.0384084	-57.9293	152.31	-154.269	-63.84	154.232	-137.954
237	3.383	0.285613	4.25194	94.1672	0.0282113	-43.551	164.635	-121.306	-44.6868	165.215	-118.273
238	2.35985	0.265862	1.23361	-0.083765	0.0422629	-43.551	164.635	-121.306	-42.1721	163.237	-120.178
239	4.50838	0.900772	0.276686	0.543905	0.0456113	-36.4123	160.223	-153.475	-33.989	156.659	-153.359
240	7.00029	0.601215	0.327526	0.611	0.0560339	-36.4123	160.223	-153.475	-35.2461	165.093	-149.131
241	7.93849	0.96989	0.191712	0.232539	0.0677958	-76.5877	171.747	-196.131	-82.1269	169.536	-191.692
242	7.07962	1.94707	0.0899265	-0.0392998	0.00787774	-64.6605	194.834	-199.067	-68.8773	200.437	-198.66
243	6.46662	0.704941	0.307243	0.776543	0.0472178	-64.6605	194.834	-199.067	-59.3669	197.909	-198.258
244	18.3183	0.892972	0.212809	0.20489	0.0314395	-77.0539	190.7	-199.556	-87.8465	197.439	-187.165
245	12.2516	1.07309	0.222707	-0.0716877	0.0193387	-77.0539	190.7	-199.556	-87.9947	190.717	-204.532
246	4.15619	0.0609239	4.65317	-102.161	0.0344133	-82.3087	202.259	-218.869	-84.3917	205.237	-217.155
247	12.3317	1.1724	0.123106	0.227339	0.018063	-82.3087	202.259	-218.869	-90.2234	209.664	-224.278
248	14.5772	0.4002	0.40321	-0.037515	0.0574884	-77.9636	194.462	-216.292	-90.6451	195.329	-221.626
249	1.77965	0.0189649	143.6	22.2271	0.0170438	-77.9636	194.462	-216.292	-77.037	192.978	-216.266
250	6.65915	1.84193	0.153793	-0.0647593	0.0695555	-71.3921	194.699	-223.691	-73.4232	199.957	-226.335
251	4.45141	0.819231	0.385472	0	0.375097	-71.3921	194.699	-223.691	-74.0435	193.842	-225.339
252	7.12713	1.53418	0.088195	-0.0265949	0.0207153	-41.743	135.341	-266.942	-41.062	135.121	-273.888
253	6.30359	1.56452	0.103504	-0.0235656	0.0310689	-53.8842	135.859	-264.153	-54.5888	136.17	-270.218
254	29.0512	0.744468	1.09616	124.071	0.0330025	-53.8842	135.859	-264.153	-63.7286	115.173	-280.465
255	12.9524	nan	2.55008	31.31	0.0397198	-46.4711	129.369	-256.681	-39.4266	119.194	-255.257
256	13.7025	1.59919	0.143988	2.77035	0.0294285	-46.4711	129.369	-256.681	-46.7313	118.598	-264.498
257	4.84553	0.138419	3.20738	63.0288	0.0611022	-66.1924	166.28	-237.905	-62.4829	167.977	-239.957
258	2.19791	0.135534	17.6551	-43.1369	0.0220708	-66.1924	166.28	-237.905	-67.8778	167.398	-237.174
259	5.36739	0.142785	4.7186	22.6345	0.105715	-88.0338	155.268	-237.669	-90.2957	158.746	-235.149
260	26.5835	0.586561	1.34471	24.9297	0.0973052	-88.0338	155.268	-237.669	-110.617	161.192	-244.136
261	9.60369	1.00432	0.10369	11.3161	0.043976	-78.1848	142.795	-227.851	-86.6628	139.35	-228.789
262	20.073	0.601256	3.73292	-10.0479	0.0593403	-78.1848	142.795	-227.851	-86.8019	129.686	-217.224
263	9.15724	0.4047	12.4194	-47.8548	0.0965721	-79.5658	131.142	-257.782	-82.2068	123.637	-260.319
264	7.77001	0.204336	7.83042	-8.23165	0.0444303	-79.5658	131.142	-257.782	-85.8607	128.179	-260.417
265	20.2806	1.45754	0.170379	-0.340235	0.0335788	-74.1249	143.558	-260.941	-83.7214	134.912	-275.712
266	13.9096	0.442914	2.36391	-16.083	0.0300809	-55.8087	116.93	-197.213	-62.5944	107.647	-190.133
267	2.19197	0.111263	5.2774	-224.325	0.00398059	-59.9391	129.917	-201.2	-60.4566	130.784	-203.136
268	22.0208	0.212322	3.63911	20.963	0.049498	-59.9391	129.917	-201.2	-75.5031	115.846	-201.088
269	2.40412	0.168651	6.31819	-370.629	0.00444768	55.9195	200.588	-178.009	54.7172	202.462	-177.131
270	3.07654	0.591806	0.223731	-0.074225	0.00633151	55.9195	200.588	-178.009	54.9815	201.263	-180.84
271	9.71139	1.24306	0.183693	-0.0520496	0.0269649	62.1011	214.369	-175.196	63.6106	223.669	-174.386
272	15.7791	1.11352	0.216026	-0.425127	0.047704	55.8242	205.91	-157.213	59.5552	220.07	-153.69
273	7.10204	0.457235	14.5373	23.6953	0.113496	90.148	166.869	-161.964	95.7035	169.386	-160.097
274	1.56763	0.145448	42.7872	79.513	0.0202328	90.148	166.869	-161.964	90.5239	167.384	-163.362
275	5.93436	0.426256	13.7221	2.18739	0.0700122	34.0035	144.296	-211.167	30.4514	148.399	-212.309
276	4.74788	0.113214	3.45189	123.507	0.0494737	34.0035	144.296	-211.167	30.7266	141.418	-212.37
277	1.86545	0.217848	0.427665	0	0.0707374	63.9771	104.171	-229.408	65.4227	103.199	-229.374
278	2.50365	0.125269	2.25605	58.3162	0.092354	63.9771	104.171	-229.408	63.5603	102.127	-230.358
279	4.09517	0.177452	19.4947	18.3055	0.0283522	67.994	164.071	-241.862	65.164	165.185	-239.291
280	14.6856	0.51021	3.67406	-23.4648	0.0325424	67.994	164.071	-241.862	76.4357	175.506	-241.339
281	8.70234	1.70855	0.188395	-0.229244	0.0477693	67.3161	159.695	-245.466	62.3711	165.658	-248.461
282	10.2183	1.86802	0.139289	0.43137	0.022339	67.3161	159.695	-245.466	76.2696	158.866	-249.83
283	3.49864	0.533198	0.426068	-0.915568	0.0777037	78.3377	152.202	-238.587	81.2266	153.612	-238.133
284	6.04559	0.27324	91.7766	-1.24062	0.0971148	78.3377	152.202	-238.587	81.813	148.711	-236.118
285	18.4283	2.13425	0.109892	0.0977071	0.0861678	56.4658	140.097	-255.558	50.0719	136.324	-270.813
286	15.7141	2.28394	0.101458	-0.0834475	0.058325	56.4658	140.097	-255.558	65.7635	132.97	-264.68
287	18.7044	1.02081	0.263415	-0.753364	0.0502584	91.1735	130.813	-258.421	102.993	119.421	-265.326
288	21.1029	0.785311	0.318664	-0.785168	0.0462128	91.1735	130.813	-258.421	106.617	128.305	-271.151
289	6.10574	0.538058	0.28592	-1.01164	0.00871254	53.4687	203.004	-209.816	54.9386	208.484	-207.707
290	2.30936	0.089169	7.27793	-24.4846	0.00211218	53.4687	203.004	-209.816	52.8619	201.761	-207.973
291	9.3966	1.40534	0.127883	-0.00678505	0.0257006	65.2589	216.468	-207.479	63.5843	225.474	-207.328
292	23.3068	0.638472	0.373959	-0.697554	0.0454297	65.2589	216.468	-207.479	78.4629	231.796	-198.113
293	23.1092	0.675746	6.45011	-0.380681	0.0399025	65.8755	211.178	-222.66	67.8533	233.252	-224.289
294	2.49961	0.171781	2.32529	25.7648	0.0115619	65.8755	211.178	-222.66	65.4811	211.39	-225.09
295	16.9621	0.369539	17.2599	-4.64391	0.0319295	96.3008	201.91	-217.604	110.919	207.723	-222.369
296	13.5121	0.451288	0.184148	-0.129434	0.0156455	96.3008	201.91	-217.604	104.126	212.664	-217.257
297	2.71477	0.456646	0.245168	-0.0954377	0.0145305	-44.4694	204.706	-163.945	-42.1921	204.19	-165.252
298	2.13117	0.25727	1.07295	0.971292	0.0242701	-44.4694	204.706	-163.945	-44.2489	206.566	-163.04
299	6.26666	0.210089	6.27759	-31.3418	0.0884758	-54.0636	217.894	-168.395	-57.5644	222.294	-167.155
300	8.55505	0.108831	3.31362	-49.9198	0.0660712	-82.1269	169.536	-191.692	-88.8151	169.874	-187.27
301	4.84629	0.106277	3.28234	248.808	0.0520211	-82.1269	169.536	-191.692	-85.4152	166.513	-190.566
302	8.11148	1.51808	0.113714	-0.0793745	0.0219068	-68.8773	200.437	-198.66	-70.0881	207.874	-196.165
303	3.16366	0.0819463	2.909	16.3946	0.0192919	-87.9947	190.717	-204.532	-90.6633	192.269	-204.211
304	5.37172	0.36749	0.410022	-0.18311	0.0298353	-87.9947	190.717	-204.532	-91.9336	188.933	-207.449
305	8.00986	0.425052	0.441976	1.78787	0.108389	-90.2234	209.664	-224.278	-96.4566	211.706	-227.311
306	10.7042	0.378512	9.36912	15.3441	0.0311297	-90.2234	209.664	-224.278	-94.9291	218.869	-225.22
307	44.523	1.12703	0.164476	-0.00892306	0.0212733	-73.4232	199.957	-226.335	-102.792	230.073	-237.783
308	29.547	0.970416	0.272581	0.332935	0.0489095	-73.4232	199.957	-226.335	-87.541	219.211	-241.285
309	9.65537	1.60522	0.128264	0.0704838	0.0586773	-54.5888	136.17	-270.218	-52.1033	138.259	-278.741
310	13.6991	0.378066	4.5369	319.521	0.0844234	-46.7313	118.598	-264.498	-45.3401	106.181	-266.358
311	23.748	1.21008	0.175618	0.337523	0.0213158	-46.7313	118.598	-264.498	-47.5103	104.838	-283.225
312	2.36577	0.0835186	8.37132	-3.06863	0.00235364	-86.6628	139.35	-228.789	-87.3179	137.116	-228.4
313	3.49773	0.0229656	9.09489	97.2629	0.00934412	-86.6628	139.35	-228.789	-90.0842	139.483	-229.323
314	2.21799	0.0525635	12.2926	540.58	0.118268	-76.3308	149.939	-224.356	-75.824	149.303	-222.547
315	2.91366	0.0502987	4.09914	123.765	0.0138034	-76.3308	149.939	-224.356	-79.1504	150.471	-224.192
316	24.8396	0.983526	0.22835	-0.2243	0.0454186	-83.7214	134.912	-275.712	-97.2967	129.171	-294.348
317	19.1545	0.78755	0.324061	0.102542	0.0663556	-83.7214	134.912	-275.712	-89.9513	121.686	-286.149
318	1.93812	0.0550027	7.89347	79.701	0.0135689	54.9815	201.263	-180.84	53.8346	200.367	-182.08
319	1.45873	0.222375	0.292808	0	0.0323952	54.9815	201.263	-180.84	55.8181	202.281	-181.35
320	16.0257	0.651221	11.1902	0.332857	0.0307456	63.6106	223.669	-174.386	60.6717	238.815	-176.306
321	13.2147	0.632733	10.9275	-4.01978	0.0755892	61.6392	110.86	-212.572	60.3676	99.0804	-209.322
322	5.78181	0.552537	0.463086	-0.0168476	0.10397	61.6392	110.86	-212.572	65.4211	108.258	-210.051
323	4.72475	0.374056	0.24727	-0.216387	0.0880416	78.2753	116.03	-216.552	80.6903	112.688	-215.189
324	2.22151	0.12718	4.59352	988.16	0.0169467	78.2753	116.03	-216.552	79.9307	114.867	-217.376
325	16.7592	0.969289	0.361028	-0.0694793	0.178516	62.3711	165.658	-248.461	59.8484	179.547	-250.177
326	13.4327	0.560785	0.648487	0.328508	0.0723788	62.3711	165.658	-248.461	55	168.028	-258.307
327	14.0627	0.052606	92.8462	-210.631	0.0538168	76.2696	158.866	-249.83	80.5437	153.837	-261.428
328	7.94976	0.548114	0.217501	-5.01507	0.0392493	91.8632	148.656	-246.917	98.7206	146.001	-244.811
