CellId	Radius	Length	Curvature	Torsion	Tortuosity	StartPointPosition_R	StartPointPosition_A	StartPointPosition_S	EndPointPosition_R	EndPointPosition_A	EndPointPosition_S
244	5.44354	25.6373	2.273	0.0220031	5.44401	-18.8349	156.828	-196.777	-18.9845	159.68	-194.007
245	4.19217	19.0453	0.0244212	1599.01	0.0186134	32.0429	159.209	-195.091	42.0155	158.57	-210.894
246	4.19217	19.0453	0.0244212	1599.01	0.0186134	32.0429	159.209	-195.091	42.0155	158.57	-210.894
247	4.11665	1.87218	0	0	0	42.0155	158.57	-210.894	42.9236	157.936	-212.404
248	1.60078	54.5814	0.167124	754.999	0.632476	-43.4629	143.453	-226.832	-33.4354	115.885	-210.79
249	0.551602	0.177419	0	0	7.54952e-14	-60.6833	175.742	-214.481	-60.533	175.699	-214.564
250	5.61313	13.5381	3.51881	0	3.57951	-11.3104	156.819	-186.911	-8.69243	157.684	-187.977
251	5.48245	12.4323	0.0238247	0	0.00669833	-8.69243	157.684	-187.977	-19.2418	159.965	-193.979
252	2.46546	91.4589	0.0148913	64.9506	0.0110463	-21.2994	157.741	-203.433	52.7861	168.083	-152.567
253	1.91453	53.7168	0.0181411	-727.437	0.013579	15.0418	157.375	-187.258	55.1273	138.273	-216.188
254	2.08067	4.42255	0.0555224	0	0.0048069	55.1273	138.273	-216.188	57.0129	134.34	-216.781
255	2.8585	79.1522	0.0168954	-879.131	0.0328816	4.25097	157.636	-162.867	54.4966	182.946	-214.898
256	4.60695	6.64484	0.176559	0	0.0708148	-28.8559	160.792	-198.384	-34.2303	160.235	-201.435
257	4.40271	5.22234	0.0553152	0	0.00395186	-34.2303	160.235	-201.435	-37.3156	158.196	-205.093
258	6.07695	278.761	0.0271051	800.047	0.742097	57.0367	115.475	-258.556	11.8805	158.737	-111.267
259	2.8581	4.23946	0.0652114	0	0.00282081	-63.8673	157.879	-234.822	-66.5163	159.714	-237.558
260	7.83681	47.9649	0.0115073	0.126275	0.00906337	11.7928	158.277	-115.2	11.5804	154.924	-162.615
261	7.25032	27.4088	0.0704762	0.0688949	0.142257	11.5804	154.924	-162.615	29.1467	157.922	-178.684
262	5.35357	43.8998	0.0159667	-117.416	0.00910229	16.58	156.137	-170.109	38.7286	159.987	-207.354
